username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
rdrains,0.0030045879397320005,0.002969126412860931,0.002986857176296466,21831.0,21831.0,21831.0,0.0,60.0,male,"houston, tx, usa",white,early retirement,divorced,more than 2 living elsewhere,christian,straight,male,,61-70,,,
truesally,0.004730405966664026,0.0009826050670808137,0.0028565055168724195,1499.0,1499.0,1499.0,0.0,58.0,female,"dalian, liaoning, china",asian,engineer,divorced,1-2 living elsewhere,atheist,straight,female,,51-60,,,
galaxia1604,0.0020418877721713902,0.003583420652667541,0.0028126542124194656,13140.0,13140.0,13140.0,0.0,43.0,female,"xalapa-enriquez, ver., mexico",hispanic,empleada y ama de casa,separated,1-2 living with me,christian,straight,female,,41-50,,,
george73,0.0010278209769632321,0.004308028943983101,0.0026679249604731666,5092.0,5092.0,5092.0,0.0,49.0,male,"santa marta, magdalena, colombia",hispanic,psychologist,single,want children,christian,straight,male,"it's difficult describe myself... but i believe in god!!! i'm honest, affective, a few intelligent, loyal, serious and funny, when i get comfortable... i ask what i can offer to!",41-50,"{'m', 'affective', 'comfortable', 'believe', 'loyal', 'difficult', 'serious', 'get', 'ask', 'offer', 'describe', 'funny', 'god', 'intelligent', 's', 'honest'}",s difficult describ believ god m honest affect intellig loyal seriou funni get comfort ask offer,"{'m', 'comfort', 'describ', 'difficult', 'affect', 'loyal', 'seriou', 'get', 'ask', 'intellig', 'funni', 'offer', 'god', 's', 'honest', 'believ'}"
magicmike,0.002695787050660649,0.002593671816645928,0.002644729433653289,18972.0,18972.0,18972.0,0.0,41.0,male,"montreal, qc, canada",white,,single,1-2 living with me,atheist,straight,male,,41-50,,,
alexsocial,0.002363173575781327,0.0029137217780492424,0.0026384476769152846,21202.0,21202.0,21202.0,0.0,35.0,male,"cali, valle del cauca, colombia",hispanic,docente,single,no children,christian,straight,male,,31-40,,,
janna,0.0043771841550252506,0.0007925390718961109,0.0025848616134606806,41977.0,41978.0,41978.0,0.0,35.0,female,"tegucigalpa, honduras",hispanic,,single,no children,christian,straight,female,,31-40,,,
kunhatai,0.0027474256742207903,0.0023836529617966783,0.0025655393180087343,25682.0,25682.0,25682.0,0.0,39.0,female,"luque, paraguay",hispanic,fisica,single,no children,christian,straight,female,,31-40,,,
__jack__,0.0008375118951885143,0.004071668304114047,0.0024545900996512807,31103.0,31103.0,31103.0,0.0,58.0,male,"smithfield, nc 27577, usa",white,,single,no children,other,straight,male,,51-60,,,
lidiamar,0.0015081554658164392,0.0033887662844499203,0.00244846087513318,29385.0,29385.0,29385.0,0.0,45.0,female,"buenos aires, argentina",white,recepcionista,separated,no children,christian,straight,female,"hello, my name is lydia, i have 36, but people say i look younger. i am slim, dark blond hair, my nationality argentina, but i've been living in spain for several years. working as a receptionist at a hospital and am still studying computer engineering at a distance university (uned). i would like to meet a man for a stable and lasting relationship. i do not speak much english, but if i defend myself and keep learning",41-50,"{'hello', 'distance', 'look', 'speak', 'stable', '36', 'would', 'several', 'working', 'living', 'meet', 'university', 'blond', 'english', 'relationship', 'lasting', 'say', 'younger', 'man', 'hospital', 'receptionist', 'dark', 've', 'argentina', 'nationality', 'spain', 'lydia', 'like', 'still', 'name', 'engineering', 'uned', 'keep', 'years', 'people', 'much', 'slim', 'hair', 'learning', 'defend', 'studying', 'computer'}",hello name lydia 36 peopl say look younger slim dark blond hair nation argentina ve live spain sever year work receptionist hospit still studi comput engin distanc univers une would like meet man stabl last relationship speak much english defend keep learn,"{'engin', 'hello', 'look', 'work', 'speak', '36', 'would', 'meet', 'sever', 'blond', 'learn', 'stabl', 'english', 'relationship', 'say', 'nation', 'younger', 'man', 'hospit', 'studi', 'receptionist', 'year', 'dark', 've', 'argentina', 'live', 'comput', 'distanc', 'spain', 'lydia', 'like', 'last', 'still', 'name', 'keep', 'une', 'much', 'peopl', 'slim', 'hair', 'univers', 'defend'}"
morogallino,0.0009415604732640913,0.003938435214363585,0.002439997843813838,7636.0,7636.0,7636.0,0.0,44.0,male,"tarapoto, peru",hispanic,comerciante,single,want children,christian,straight,male,,41-50,,,
enriquej2,0.0018214891241279494,0.002945913844589991,0.0023837014843589703,24898.0,24898.0,24898.0,0.0,43.0,male,"tacna, peru",hispanic,,single,no children,christian,straight,male,,41-50,,,
traveled,0.0008274006888572339,0.003937338596481051,0.0023823696426691424,9479.0,9479.0,9479.0,0.0,55.0,male,"sacramento, ca, usa",white,electrician,single,want children,spiritual,straight,male,,51-60,,,
dan,0.0016086166440597732,0.0031050373227041977,0.0023568269833819855,761.0,761.0,761.0,0.0,54.0,male,"tromsø, norway",white,key account manager,single,1-2 living with me,christian,straight,male,,51-60,,,
meredith,0.0007052639784519525,0.003987960054102783,0.0023466120162773676,12898.0,12898.0,12898.0,0.0,34.0,female,"aragua, venezuela",white,psicologa,single,no children,other,straight,female,,31-40,,,
meredith,0.0007052639784519525,0.003987960054102783,0.0023466120162773676,51944.0,51947.0,1076.0,1.0,32.0,female,"san diego, california, united states",white,self employed,single,,,,female,"i am an active person and always try to be in motion. i have a lot of friends. i am serious about my future and i do know what i want from this life. i am not a material woman and i joined this service to meet my soul mate only. it seems i know what to do in order to make my beloved happy. i am looking for responsible honest caring, loving, god fearing and marriage minded man that is ready to settle down with me and committed a long term relationship if you are the type.i’ll love to meet a genuine ,matured,loving and caring man , who knows how to take care of a woman. i’m looking for a serious relationship , where age doesnt matter but a mutual respect and feeling for eachother.someone who has a good heart ,generous .hope i can meet him here , i know he’s here. and my heart is opened for you
",31-40,"{'responsible', 'happy', 'always', 'minded', 'long', 'life', 'friends', 'doesnt', 'caring', 'committed', 'meet', 'take', 'matter', 'love', 'woman', 'joined', 'beloved', 'looking', 'mutual', 'relationship', 'knows', 'opened', 'serious', 'respect', 'want', 'soul', 'man', 'good', 'matured', 'genuine', 'lot', 'god', 'ready', 'age', 'know', 'order', 'person', 'motion', 'settle', 'marriage', 'make', 'typei', 'material', 'hope', 'term', 'fearing', 'eachothersomeone', 'try', 'loving', 'heart', 'care', 'feeling', 'active', 'service', 'generous', 'mate', 'future', 'honest', 'seems'}",activ person alway tri motion lot friend seriou futur know want life materi woman join servic meet soul mate seem know order make belov happi look respons honest care love god fear marriag mind man readi settl commit long term relationship typei love meet genuin matur love care man know take care woman look seriou relationship age doesnt matter mutual respect feel eachothersomeon good heart gener hope meet know heart open,"{'friend', 'long', 'life', 'look', 'doesnt', 'seriou', 'join', 'mind', 'gener', 'alway', 'happi', 'meet', 'take', 'matter', 'belov', 'seem', 'woman', 'love', 'commit', 'feel', 'honest', 'mutual', 'relationship', 'respect', 'want', 'soul', 'materi', 'man', 'fear', 'good', 'lot', 'god', 'age', 'know', 'order', 'respons', 'open', 'person', 'motion', 'eachothersomeon', 'genuin', 'marriag', 'make', 'typei', 'hope', 'term', 'tri', 'futur', 'activ', 'heart', 'care', 'settl', 'readi', 'matur', 'mate', 'servic'}"
meredith,0.0007052639784519525,0.003987960054102783,0.0023466120162773676,52215.0,52220.0,1349.0,1.0,36.0,female,"sydney, australia",,self employed,single,,,,female,"i smile and laugh a lot, i really enjoy a fun night out, i like go out for dinner, i have excellent taste in restaurants, i like cinemas, and i love nature. i love taking care of my body, mind and soul. i love to take care of my man, to play guitar, japanese food. i love to travel. i like to read and write, i like computers, i love listening to music, i love dancing (i grew up dancing to salsa and meringue, are my favorites…
my ideal man is a man with sense of humor, caring, very tender, he will have dreams and goals he is pursuing. he will be my best friend and confidant. i believe that any long lasting relationship only starts with real friendship, trust and mutual respect. i want a very active,handsome, sensible, funny and high-spirit man, who loves outdoors, dancing, silence and solitude, movies, cinema. .. in other words. .a beautiful and honest man to have a lot of fun with. a man who is as beautiful inside as outside.. are you that man?
",31-40,"{'long', 'taking', 'mind', 'travel', 'love', 'a', 'fun', 'want', 'write', 'restaurants', 'enjoy', 'silence', 'night', 'care', 'active', 'words', 'loves', 'really', 'grew', 'trust', 'goals', 'take', 'relationship', 'lasting', 'real', 'man', 'sense', 'ideal', 'japanese', 'cinemas', 'music', 'taste', 'inside', 'play', 'movies', 'best', 'excellent', 'believe', 'caring', 'starts', 'meringue', 'mutual', 'outdoors', 'dancing', 'food', 'outside', 'favorites', 'listening', 'cinema', 'dreams', 'sensible', 'go', 'guitar', 'humor', 'highspirit', 'beautiful', 'honest', 'friend', 'confidant', 'pursuing', 'solitude', 'body', 'computers', 'laugh', 'respect', 'soul', 'nature', 'lot', 'tender', 'dinner', 'salsa', 'like', 'smile', 'friendship', 'handsome', 'read', 'funny'}",smile laugh lot realli enjoy fun night like go dinner excel tast restaur like cinema love natur love take care bodi mind soul love take care man play guitar japanes food love travel like read write like comput love listen music love danc grew danc salsa meringu favorit ideal man man sens humor care tender dream goal pursu best friend confid believ long last relationship start real friendship trust mutual respect want activ handsom sensibl funni highspirit man love outdoor danc silenc solitud movi cinema word a beauti honest man lot fun man beauti insid outsid man,"{'best', 'friend', 'listen', 'handsom', 'long', 'insid', 'grew', 'mind', 'favorit', 'trust', 'laugh', 'sens', 'travel', 'take', 'love', 'believ', 'solitud', 'natur', 'a', 'danc', 'honest', 'fun', 'meringu', 'confid', 'relationship', 'mutual', 'tast', 'respect', 'movi', 'dream', 'soul', 'man', 'write', 'real', 'want', 'funni', 'food', 'enjoy', 'silenc', 'lot', 'pursu', 'tender', 'outsid', 'excel', 'comput', 'japanes', 'ideal', 'realli', 'dinner', 'music', 'salsa', 'sensibl', 'like', 'smile', 'last', 'friendship', 'cinema', 'night', 'beauti', 'word', 'read', 'go', 'restaur', 'activ', 'bodi', 'care', 'guitar', 'humor', 'start', 'goal', 'play', 'outdoor', 'highspirit'}"
eliecer89,0.0006947413408224676,0.003970935770555489,0.0023328385556889786,10826.0,10826.0,10826.0,0.0,34.0,male,"la habana, cuba",hispanic,tecnico electrico,divorced,1-2 living elsewhere,atheist,straight,male,,31-40,,,
juanl2,0.0044945321909336845,8.008265354932517e-05,0.002287307422241505,46890.0,46891.0,46891.0,0.0,57.0,male,"medellin, antioquia, colombia",hispanic,english teacher,separated,no children,spiritual,straight,male,,51-60,,,
martin89,0.0005462640463263201,0.004016518026186401,0.0022813910362563606,10650.0,10650.0,10650.0,0.0,34.0,male,"prague, czech republic",white,it,single,no children,christian,straight,male,"hello : ) looking for serious relationship here : ) 26yo, living alone in prague right now. i work as programmer in it. i speak cz/sk, en, es.",31-40,"{'programmer', 'right', 'looking', 'hello', 'alone', 'czsk', 'relationship', '26yo', 'en', 'serious', 'work', 'speak', 'es', 'prague', 'living'}",hello look seriou relationship 26yo live alon pragu right work programm speak czsk en es,"{'live', 'right', 'hello', 'czsk', 'en', 'relationship', '26yo', 'pragu', 'look', 'work', 'seriou', 'alon', 'speak', 'es', 'programm'}"
jimaorais,0.0019114807162710276,0.0025269773573965313,0.0022192290368337796,9996.0,9996.0,9996.0,0.0,38.0,female,"cebu city, cebu, philippines",asian,categiver,single,1-2 living with me,christian,straight,female,i'm simple woman.little bit chubby with long hair.i love to cook any foods.i love jogging..i love kids three to four..i love to travel in a nice places.i'm down to earth kind of woman.my plan is to found my soulmate or husband to skittle dawn and to live happily ever.i believe god at all.i'm in saudi now..here for work.,31-40,"{'kind', 'nice', 'womanmy', 'long', 'cook', 'bit', 'believe', 'work', 'three', 'husband', 'plan', 'travel', 'love', 'womanlittle', 'foodsi', 'soulmate', 'god', 'placesi', 'm', 'found', 'skittle', 'jogging', 'live', 'chubby', 'everi', 'four', 'earth', 'happily', 'hairi', 'dawn', 'saudi', 'alli', 'simple', 'kids'}",m simpl womanlittl bit chubbi long hairi love cook foodsi love jog love kid three four love travel nice placesi m earth kind womanmi plan found soulmat husband skittl dawn live happili everi believ god alli m saudi work,"{'kid', 'kind', 'nice', 'jog', 'long', 'cook', 'bit', 'work', 'three', 'husband', 'plan', 'travel', 'love', 'womanlittl', 'believ', 'soulmat', 'happili', 'foodsi', 'simpl', 'womanmi', 'god', 'placesi', 'm', 'found', 'live', 'everi', 'four', 'skittl', 'earth', 'hairi', 'chubbi', 'dawn', 'saudi', 'alli'}"
